transaction_id,transaction_date,transaction_hour,store_id,pos_id,customer_id,product_id,quantity,unit_price,gross_amount,promo_id,discount_amount,payment_method
TXN00115,2025-07-03,10:21:13,S02,POS_2,C003,P007,3,22000,150000,NULL,0,momo
TXN00116,2025-12-03,8:06:33,S05,POS_2,C002,P007,3,22000,120000,NULL,0,cash
TXN00117,2025-07-06,10:29:51,S03,POS_2,C002,P001,1,22000,10000,NULL,0,card
TXN00118,2025-01-13,8:30:42,S05,POS_2,C000,P001,3,22000,30000,PRM010,7000,momo
TXN00118,2025-01-13,7:56:37,S05,POS_2,C000,P007,2,22000,40000,PRM010,7000,momo
TXN00118,2025-01-13,8:53:21,S05,POS_2,C000,P016,3,18000,30000,PRM010,7000,momo
TXN00119,2025-07-16,10:47:43,S04,POS_2,C003,P017,2,9000,80000,NULL,0,cash
TXN00120,2025-07-08,8:48:32,S02,POS_1,C000,P001,1,22000,40000,PRM009,2000,cash
TXN00121,2025-11-15,7:27:41,S05,POS_1,C000,P013,1,22000,30000,NULL,0,card
TXN00122,2025-03-09,9:55:08,S01,POS_2,C002,P017,2,9000,60000,NULL,0,cash
TXN00122,2025-03-09,7:17:43,S01,POS_2,C002,P007,3,22000,150000,NULL,0,cash
TXN00123,2025-06-15,7:31:22,S03,POS_2,C000,P013,1,22000,10000,NULL,0,momo
TXN00124,2025-11-30,8:55:12,S02,POS_2,C000,P007,3,22000,120000,NULL,0,cash
TXN00125,2025-09-01,10:30:20,S01,POS_1,C001,P001,1,22000,40000,NULL,0,momo
TXN00125,2025-09-01,10:05:24,S01,POS_1,C001,P016,1,18000,50000,NULL,0,momo
TXN00126,2025-11-17,9:52:45,S02,POS_1,C000,P013,1,22000,40000,PRM009,2000,cash
TXN00127,2025-07-12,8:34:08,S01,POS_1,C000,P016,1,18000,20000,NULL,0,momo
TXN00128,2025-05-09,8:13:25,S03,POS_1,C002,P016,2,18000,60000,NULL,0,cash
TXN00129,2025-04-10,7:15:09,S02,POS_1,C000,P017,2,9000,20000,NULL,0,cash
TXN00130,2025-12-18,8:32:04,S05,POS_1,C003,P012,1,18000,30000,NULL,0,zalopay
TXN00131,2025-10-13,8:44:26,S01,POS_1,C000,P013,3,22000,60000,NULL,0,card
TXN00131,2025-10-13,7:40:56,S01,POS_1,C000,P016,1,18000,40000,NULL,0,card
TXN00132,2025-07-15,7:01:39,S01,POS_2,C000,P013,3,22000,120000,NULL,0,card
TXN00132,2025-07-15,7:25:58,S01,POS_2,C000,P001,1,22000,10000,NULL,0,card
TXN00132,2025-07-15,9:52:23,S01,POS_2,C000,P012,2,18000,100000,NULL,0,card
TXN00132,2025-07-15,9:14:26,S01,POS_2,C000,P013,1,22000,20000,NULL,0,card
TXN00133,2025-08-02,9:23:28,S05,POS_1,C000,P017,3,9000,30000,NULL,0,zalopay
TXN00134,2025-09-25,10:53:17,S03,POS_2,C000,P016,3,18000,90000,NULL,0,zalopay
TXN00135,2025-08-02,8:53:28,S03,POS_1,C000,P013,3,22000,120000,NULL,0,cash
TXN00136,2025-07-31,7:47:33,S05,POS_1,C000,P001,3,22000,90000,NULL,0,card
TXN00137,2025-09-12,7:47:31,S02,POS_2,C003,P013,2,22000,20000,NULL,0,zalopay
TXN00138,2025-04-14,8:45:50,S03,POS_2,C003,P017,3,9000,30000,NULL,0,card
TXN00139,2025-02-26,9:17:45,S01,POS_1,C000,P001,3,22000,120000,PRM001,5000,momo
TXN00140,2025-08-13,8:00:59,S04,POS_1,C000,P013,3,22000,120000,NULL,0,card
TXN00141,2025-05-17,10:48:32,S04,POS_1,C000,P016,3,18000,90000,NULL,0,card
TXN00142,2025-03-22,7:08:40,S04,POS_1,C000,P016,2,18000,80000,NULL,0,zalopay
TXN00142,2025-03-22,10:04:23,S04,POS_1,C000,P016,3,18000,150000,NULL,0,zalopay
TXN00143,2025-04-12,8:14:57,S05,POS_1,C000,P001,2,22000,60000,NULL,0,momo
TXN00144,2025-04-26,8:41:57,S03,POS_1,C002,P012,3,18000,60000,PRM010,7000,cash
TXN00144,2025-04-26,10:20:14,S03,POS_1,C002,P013,2,22000,100000,PRM010,7000,cash
TXN00145,2025-04-03,8:18:17,S03,POS_1,C000,P007,3,22000,120000,PRM010,7000,card
TXN00145,2025-04-03,7:35:32,S03,POS_1,C000,P013,1,22000,30000,PRM010,7000,card
TXN00146,2025-09-14,8:03:09,S03,POS_2,C000,P001,2,22000,80000,NULL,0,momo
TXN00147,2025-06-14,10:08:55,S04,POS_2,C000,P016,1,18000,30000,NULL,0,momo
TXN00147,2025-06-14,10:08:56,S04,POS_2,C000,P007,2,22000,60000,NULL,0,momo
TXN00148,2025-05-11,7:19:50,S04,POS_2,C000,P007,3,22000,90000,NULL,0,zalopay
TXN00149,2025-05-06,9:48:19,S03,POS_1,C000,P017,3,9000,60000,NULL,0,zalopay
TXN00150,2025-09-02,7:34:38,S04,POS_1,C000,P007,3,22000,120000,NULL,0,card
TXN00150,2025-09-02,10:39:26,S04,POS_1,C000,P016,2,18000,40000,NULL,0,card
TXN00150,2025-09-02,7:44:31,S04,POS_1,C000,P007,1,22000,30000,NULL,0,card
TXN00151,2025-02-17,7:13:43,S03,POS_2,C000,P012,2,18000,40000,NULL,0,zalopay
TXN00151,2025-02-17,8:29:51,S03,POS_2,C000,P013,2,22000,40000,NULL,0,zalopay
TXN00152,2025-04-08,10:28:28,S02,POS_1,C000,P007,2,22000,100000,NULL,0,cash
TXN00153,2025-06-01,10:16:01,S02,POS_2,C001,P001,3,22000,30000,NULL,0,card
TXN00153,2025-06-01,8:28:42,S02,POS_2,C001,P007,1,22000,50000,NULL,0,card
TXN00154,2025-04-21,9:09:13,S01,POS_1,C003,P016,3,18000,90000,NULL,0,card
TXN00154,2025-04-21,10:14:42,S01,POS_1,C003,P017,1,9000,20000,NULL,0,card
TXN00155,2025-07-21,8:25:38,S01,POS_2,C000,P016,3,18000,60000,NULL,0,card
TXN00155,2025-07-21,9:04:20,S01,POS_2,C000,P001,3,22000,120000,NULL,0,card
TXN00156,2025-06-06,10:02:00,S01,POS_2,C000,P012,2,18000,60000,NULL,0,zalopay
TXN00157,2025-03-19,9:49:21,S02,POS_1,C001,P013,2,22000,60000,NULL,0,zalopay
TXN00158,2025-07-25,10:39:24,S01,POS_1,C003,P013,1,22000,30000,NULL,0,momo
TXN00158,2025-07-25,10:08:31,S01,POS_1,C003,P017,3,9000,120000,NULL,0,momo
TXN00159,2025-03-03,8:29:17,S05,POS_2,C000,P013,2,22000,40000,NULL,0,zalopay
TXN00159,2025-03-03,8:14:11,S05,POS_2,C000,P012,3,18000,150000,NULL,0,zalopay
TXN00160,2025-12-30,10:41:51,S02,POS_2,C000,P007,3,22000,60000,PRM009,3000,momo
TXN00161,2025-12-25,10:38:59,S01,POS_2,C000,P012,2,18000,80000,NULL,0,momo
TXN00162,2025-03-04,9:41:47,S02,POS_2,C000,P016,1,18000,50000,PRM001,5000,card
TXN00162,2025-03-04,9:45:16,S02,POS_2,C000,P007,3,22000,90000,PRM001,5000,card
TXN00163,2025-04-05,10:21:39,S03,POS_1,C000,P001,2,22000,40000,NULL,0,zalopay
TXN00164,2025-06-21,7:41:03,S01,POS_2,C000,P016,3,18000,30000,NULL,0,cash
TXN00165,2025-02-17,8:00:25,S02,POS_2,C000,P016,2,18000,100000,NULL,0,momo
TXN00166,2025-05-20,8:49:43,S05,POS_1,C003,P013,1,22000,40000,PRM010,7000,zalopay
TXN00167,2025-12-29,8:18:57,S03,POS_2,C000,P017,2,9000,60000,NULL,0,momo
TXN00168,2025-11-12,8:20:21,S02,POS_2,C000,P012,3,18000,90000,NULL,0,momo
TXN00169,2025-02-12,7:05:42,S03,POS_2,C000,P007,1,22000,40000,NULL,0,momo
TXN00170,2025-10-21,8:15:23,S01,POS_2,C000,P012,1,18000,40000,NULL,0,cash
TXN00171,2025-08-01,10:12:16,S03,POS_1,C003,P017,1,9000,30000,NULL,0,momo
TXN00172,2025-02-21,7:09:30,S01,POS_2,C003,P013,1,22000,30000,NULL,0,cash
TXN00172,2025-02-21,10:39:15,S01,POS_2,C003,P001,1,22000,40000,NULL,0,cash
TXN00173,2025-10-20,9:02:59,S02,POS_2,C000,P001,3,22000,120000,NULL,0,card
TXN00174,2025-09-03,9:53:13,S03,POS_1,C003,P016,1,18000,40000,NULL,0,card
TXN00175,2025-02-04,7:45:20,S04,POS_1,C003,P001,3,22000,120000,NULL,0,cash
TXN00176,2025-07-25,10:25:59,S03,POS_2,C002,P007,1,22000,10000,NULL,0,card
TXN00177,2025-12-10,9:53:48,S03,POS_2,C000,P017,3,9000,150000,NULL,0,cash
TXN00178,2025-03-27,10:36:19,S01,POS_1,C003,P013,1,22000,30000,NULL,0,cash
TXN00179,2025-11-30,7:06:42,S04,POS_2,C000,P012,3,18000,60000,NULL,0,cash
TXN00180,2025-05-13,9:27:20,S02,POS_1,C000,P007,3,22000,150000,NULL,0,momo
TXN00180,2025-05-13,9:09:00,S02,POS_1,C000,P017,2,9000,80000,NULL,0,momo
TXN00180,2025-05-13,9:58:33,S02,POS_1,C000,P013,3,22000,120000,NULL,0,momo
TXN00180,2025-05-13,10:45:21,S02,POS_1,C000,P016,3,18000,60000,NULL,0,momo
TXN00181,2025-10-07,9:51:55,S03,POS_1,C000,P012,3,18000,60000,NULL,0,card
TXN00182,2025-04-23,8:00:26,S04,POS_1,C000,P016,3,18000,30000,NULL,0,zalopay
TXN00183,2025-12-25,9:39:51,S05,POS_2,C003,P007,2,22000,60000,NULL,0,zalopay
TXN00184,2025-04-26,7:24:32,S03,POS_2,C000,P001,2,22000,100000,PRM010,7000,card
TXN00185,2025-12-31,10:15:54,S03,POS_2,C002,P001,1,22000,10000,NULL,0,momo
TXN00185,2025-12-31,10:37:02,S03,POS_2,C002,P001,2,22000,40000,NULL,0,momo
TXN00186,2025-06-10,8:47:28,S04,POS_2,C000,P016,2,18000,20000,NULL,0,zalopay
TXN00187,2025-01-19,9:02:46,S02,POS_2,C000,P001,2,22000,80000,PRM010,7000,zalopay
TXN00188,2025-01-28,7:24:06,S02,POS_1,C000,P017,1,9000,50000,PRM010,7000,zalopay
TXN00189,2025-06-08,9:00:48,S04,POS_1,C000,P017,2,9000,100000,PRM010,7000,zalopay
TXN00190,2025-07-13,9:34:07,S03,POS_1,C003,P017,2,9000,60000,NULL,0,zalopay
TXN00191,2025-01-01,10:55:26,S02,POS_1,C000,P001,2,22000,60000,PRM001,5000,zalopay
TXN00192,2025-11-03,8:58:06,S02,POS_2,C000,P016,2,18000,80000,NULL,0,cash
TXN00193,2025-05-10,7:22:13,S01,POS_1,C000,P012,2,18000,60000,NULL,0,momo
TXN00194,2025-12-22,9:48:26,S01,POS_1,C001,P013,3,22000,90000,NULL,0,cash
TXN00194,2025-12-22,8:59:54,S01,POS_1,C001,P012,2,18000,80000,NULL,0,cash
